지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
100,대관령,2008-02-16 23:00,-9.9,0,,,1.9,0,180,0,39,0,1.1,-21.2,933.3,0,1030.7,0,,9,,,,,,,,,,,-5.8,0,,,,
100,대관령,2008-02-17 0:00,-10.8,0,,,1.5,0,250,0,44,0,1.2,-20.7,933.6,0,1031.4,0,,9,,12.1,,0,0,,,1500,,,-6.1,0,,,,
100,대관령,2008-02-17 1:00,-14,0,,,2.1,0,290,0,52,0,1.1,-21.7,933.7,0,1032.7,0,,9,,,,,,,,,,,-6.4,0,,,,
100,대관령,2008-02-17 2:00,-15.6,0,,,1.4,0,320,0,62,0,1.1,-21.2,933.9,0,1033.6,0,,9,,,,,,,,,,,-6.8,0,,,,
100,대관령,2008-02-17 3:00,-16.2,0,,,1.1,0,20,0,58,0,1,-22.5,934.1,0,1034.1,0,,9,,12.1,,0,0,,,1500,13,,-7.2,0,,,,
100,대관령,2008-02-17 4:00,-18,0,,,1.3,0,140,0,68,0,1,-22.4,934.2,0,1034.9,0,,9,,12.1,,0,0,,,1500,,,-7.7,0,,,,
100,대관령,2008-02-17 5:00,-19.2,0,,,0.5,0,90,0,71,0,1,-23.1,934.7,0,1036,0,,9,,12.1,,0,0,,,1500,,,-8.1,0,,,,
100,대관령,2008-02-17 6:00,-20.3,0,,,0.5,0,90,0,74,0,0.9,-23.7,935.1,0,1036.9,0,,9,,12.1,,0,0,,,1500,,,-8.6,0,,,,
100,대관령,2008-02-17 7:00,-20.2,0,,,1.7,0,320,0,78,0,1,-23,935.1,0,1036.9,0,,9,,12.1,,0,0,,,1800,,,-9,0,,,,
100,대관령,2008-02-17 8:00,-20.1,0,,,1.4,0,90,0,73,0,0.9,-23.6,936.2,0,1038.1,0,0.4,0,0.14,12.1,,0,0,,,1800,,,-9.4,0,,,,
100,대관령,2008-02-17 9:00,-14.8,0,,,1,0,90,0,65,0,1.3,-19.9,936.3,0,1035.9,0,1,0,0.87,12.1,,0,0,,,2000,13,,-8.9,0,,,,
100,대관령,2008-02-17 10:00,-9.1,0,,,4.2,0,250,0,46,0,1.4,-18.6,936.5,0,1033.9,0,1,0,1.53,12.1,,0,0,,,2000,,,-7.2,0,,,,
100,대관령,2008-02-17 11:00,-7.4,0,,,3.7,0,250,0,45,0,1.6,-17.3,936.6,0,1033.3,0,1,0,2.13,12.1,,0,0,,,2000,,,-5,0,,,,
100,대관령,2008-02-17 12:00,-6.2,0,,,4.9,0,250,0,36,0,1.4,-18.8,936.4,0,1032.7,0,1,0,2.46,12.1,,0,0,,,2000,,,-3.3,0,,,,
100,대관령,2008-02-17 13:00,-4.8,0,,,4.8,0,250,0,29,0,1.2,-20.1,936.3,0,1032,0,1,0,2.63,12,,0,0,,,2000,,,-2,0,,,,
100,대관령,2008-02-17 14:00,-3.8,0,,,4.1,0,230,0,30,0,1.4,-18.8,935.9,0,1031.2,0,1,0,2.52,11.9,,0,0,,,2000,,,-1.4,0,,,,
100,대관령,2008-02-17 15:00,-3,0,,,3.2,0,230,0,26,0,1.3,-19.8,936,0,1030.9,0,1,0,2.15,11.9,,0,0,,,2000,13,,-1.2,0,,,,
100,대관령,2008-02-17 16:00,-4.5,0,,,3.9,0,90,0,44,0,1.9,-14.9,936.4,0,1032,0,1,0,1.58,11.9,,0,0,,,1800,,,-1.1,0,,,,
100,대관령,2008-02-17 17:00,-5.4,0,,,3.4,0,90,0,50,0,2,-14.2,937,0,1033,0,0.7,0,0.91,11.9,,0,0,,,1800,,,-1.1,0,,,,
100,대관령,2008-02-17 18:00,-6.6,0,,,3,0,90,0,53,0,2,-14.6,937.8,0,1034.4,0,0,0,0.22,11.9,,0,0,,,1800,,,-1.4,0,,,,
100,대관령,2008-02-17 19:00,-8.8,0,,,1.1,0,70,0,58,0,1.8,-15.5,938.5,0,1035.9,0,0,0,0,,,,,,,,,,-2,0,,,,
100,대관령,2008-02-17 20:00,-11.2,0,,,0.5,0,340,0,69,0,1.8,-15.7,938.7,0,1037.2,0,,9,,,,,,,,,,,-2.9,0,,,,
100,대관령,2008-02-17 21:00,-13.4,0,,,0.3,0,0,0,71,0,1.6,-17.5,938.9,0,1038.2,0,,9,,11.9,,0,0,,,1500,13,,-3.9,0,,,,
100,대관령,2008-02-17 22:00,-14.5,0,,,0.2,0,0,0,77,0,1.5,-17.6,939.2,0,1039,0,,9,,,,,,,,,,,-4.9,0,,,,
100,대관령,2008-02-17 23:00,-15.6,0,,,0.2,0,0,0,80,0,1.5,-18.2,939.4,0,1039.7,0,,9,,,,,,,,,,,-5.9,0,,,,
100,대관령,2008-02-18 0:00,-16.8,0,,,0.3,0,0,0,82,0,1.4,-19.1,939.6,0,1040.5,0,,9,,11.9,,0,0,,,1000,,,-6.7,0,,,,
100,대관령,2008-02-18 1:00,-17.4,0,,,0.1,0,0,0,84,0,1.3,-19.4,939.6,0,1040.6,0,,9,,,,,,,,,,,-7.4,0,,,,
100,대관령,2008-02-18 2:00,-18.8,0,,,0.2,0,0,0,84,0,1.2,-20.8,939.9,0,1041.6,0,,9,,,,,,,,,,,-8,0,,,,
100,대관령,2008-02-18 3:00,-19.6,0,,,0.7,0,110,0,84,0,1.1,-21.6,940.3,0,1042.4,0,,9,,11.9,,0,0,,,1000,13,,-8.5,0,,,,
100,대관령,2008-02-18 4:00,-20.4,0,,,0.2,0,0,0,83,0,1,-22.5,940,0,1042.4,0,,9,,11.9,,0,0,,,1000,,,-9,0,,,,
100,대관령,2008-02-18 5:00,-20.8,0,,,0.1,0,0,0,83,0,1,-22.9,940.5,0,1043.2,0,,9,,11.9,,0,0,,,1000,,,-9.5,0,,,,
100,대관령,2008-02-18 6:00,-21.5,0,,,0.1,0,0,0,82,0,0.9,-23.7,941,0,1044,0,,9,,11.9,,0,0,,,1000,,,-9.9,0,,,,
100,대관령,2008-02-18 7:00,-21.5,0,,,0,0,0,0,82,0,0.9,-23.7,941.2,0,1044.3,0,,9,,11.9,,0,0,,,1200,,,-10.3,0,,,,
100,대관령,2008-02-18 8:00,-20,0,,,0.1,0,0,0,82,0,1,-22.2,941.4,0,1043.8,0,0.4,0,0.2,11.9,,0,0,,,1500,,,-10.5,0,,,,
100,대관령,2008-02-18 9:00,-16.7,0,,,0.5,0,110,0,79,0,1.3,-19.4,941.3,0,1042.3,0,1,0,0.83,11.9,,0,0,,,1500,13,,-9.8,0,,,,
100,대관령,2008-02-18 10:00,-10.6,0,,,0,0,0,0,68,0,1.9,-15.3,940.7,0,1039.1,0,1,0,1.36,11.9,,2,0,Ci,,1500,,,-7.8,0,,,,
100,대관령,2008-02-18 11:00,-5.3,0,,,0.1,0,0,0,43,0,1.8,-15.9,940.3,0,1036.6,0,1,0,1.64,11.9,,3,0,Ci,,1800,,,-5.6,0,,,,
100,대관령,2008-02-18 12:00,-1,0,,,0.2,0,0,0,28,0,1.6,-17.2,939.5,0,1034.1,0,1,0,1.94,11.9,,3,0,Ci,,1800,,,-3.8,0,,,,
100,대관령,2008-02-18 13:00,-2.1,0,,,3.3,0,250,0,27,0,1.4,-18.6,938.5,0,1033.3,0,1,0,2.19,11.8,,2,0,Ci,,1800,,,-2.2,0,,,,
100,대관령,2008-02-18 14:00,-0.7,0,,,2.7,0,270,0,25,0,1.5,-18.3,937.5,0,1031.8,0,1,0,2.53,11.8,,2,0,Ci,,1800,,,-1,0,,,,
100,대관령,2008-02-18 15:00,0.2,0,,,2.6,0,250,0,25,0,1.6,-17.5,936.7,0,1030.5,0,1,0,2.2,11.8,,2,0,Ci,,1800,13,,-0.2,0,,,,
100,대관령,2008-02-18 16:00,0.2,0,,,3.7,0,250,0,25,0,1.6,-17.5,936.4,0,1030.2,0,1,0,1.61,11.7,,1,0,Ci,,1800,,,-0.1,0,,,,
100,대관령,2008-02-18 17:00,-0.7,0,,,4.3,0,270,0,26,0,1.5,-17.8,936.3,0,1030.5,0,0.9,0,0.84,11.7,,2,0,Ci,,1800,,,-0.2,0,,,,
100,대관령,2008-02-18 18:00,-2.1,0,,,2.3,0,270,0,28,0,1.5,-18.2,936.4,0,1031,0,0.2,0,0.2,11.7,,2,0,Ci,,1800,,,-0.1,0,,,,
100,대관령,2008-02-18 19:00,-3.2,0,,,3,0,270,0,32,0,1.6,-17.5,936.6,0,1031.7,0,0,0,0,,,,,,,,,,-0.2,0,,,,
100,대관령,2008-02-18 20:00,-5.9,0,,,1.9,0,290,0,45,0,1.8,-15.9,936.6,0,1032.8,0,,9,,,,,,,,,,,-0.2,0,,,,
100,대관령,2008-02-18 21:00,-5.2,0,,,2.5,0,290,0,42,0,1.7,-16.1,936.7,0,1032.6,0,,9,,11.7,,3,0,Ci,,1800,13,,-0.1,0,,,,
100,대관령,2008-02-18 22:00,-6.4,0,,,2,0,290,0,45,0,1.7,-16.4,936.8,0,1033.2,0,,9,,,,,,,,,,,-0.2,0,,,,
100,대관령,2008-02-18 23:00,-6.8,0,,,2.3,0,270,0,45,0,1.7,-16.7,936.4,0,1032.9,0,,9,,,,,,,,,,,-0.2,0,,,,
100,대관령,2008-02-19 0:00,-8.3,0,,,2.3,0,290,0,51,0,1.7,-16.6,935.9,0,1032.9,0,,9,,11.7,,8,0,Cs,,1800,,,-0.4,0,,,,
100,대관령,2008-02-19 1:00,-7.9,0,,,2.7,0,290,0,50,0,1.7,-16.5,935.6,0,1032.4,0,,9,,,,,,,,,,,-1.5,0,,,,
100,대관령,2008-02-19 2:00,-8.2,0,,,2.6,0,290,0,49,0,1.6,-17,935.3,0,1032.2,0,,9,,,,,,,,,,,-3.8,0,,,,
100,대관령,2008-02-19 3:00,-8.7,0,,,1.7,0,320,0,51,0,1.6,-17,935,0,1032,0,,9,,11.7,,0,0,,,1800,13,,-5.1,0,,,,
100,대관령,2008-02-19 4:00,-8.6,0,,,2.4,0,290,0,50,0,1.6,-17.1,934.4,0,1031.3,0,,9,,11.7,,0,0,,,1800,,,-5.9,0,,,,
100,대관령,2008-02-19 5:00,-12,0,,,2.6,0,340,0,60,0,1.5,-18.2,934.1,0,1032.3,0,,9,,11.7,,0,0,,,1800,,,-6.4,0,,,,
100,대관령,2008-02-19 6:00,-12.7,0,,,3.8,0,340,0,63,0,1.5,-18.2,934.1,0,1032.6,0,,9,,11.7,,0,0,,,1800,,,-7,0,,,,
100,대관령,2008-02-19 7:00,-14.8,0,,,2.8,0,320,0,71,0,1.4,-18.8,934.1,0,1033.5,0,,9,,11.7,,0,0,,,1500,,,-7.4,0,,,,
100,대관령,2008-02-19 8:00,-13.6,0,,,1.9,0,320,0,68,0,1.5,-18.2,934.5,0,1033.4,0,0.5,0,0.12,11.7,,0,0,,,1800,,,-7.7,0,,,,
100,대관령,2008-02-19 9:00,-7.9,0,,,3.6,0,270,0,53,0,1.8,-15.8,934.8,0,1031.5,0,1,0,0.76,11.7,,0,0,,,2000,13,,-6.8,0,,,,
100,대관령,2008-02-19 10:00,-6.1,0,,,2.6,0,290,0,51,0,2,-14.6,934.5,0,1030.6,0,1,0,1.47,11.7,,0,0,,,2000,,,-3.8,0,,,,
100,대관령,2008-02-19 11:00,-4.5,0,,,6.3,0,270,0,43,0,1.9,-15.2,933.9,0,1029.2,0,1,0,2.11,11.7,,0,0,,,2000,,,-1.2,0,,,,
100,대관령,2008-02-19 12:00,-2.5,0,,,6.1,0,270,0,35,0,1.8,-15.9,933.4,0,1027.9,0,1,0,2.52,11.6,,0,0,,,2000,,,-0.1,0,,,,
100,대관령,2008-02-19 13:00,-1.8,0,,,6.6,0,250,0,36,0,1.9,-14.9,932.6,0,1026.9,0,1,0,2.61,11.5,,0,0,,,2000,,,0.1,0,,,,
100,대관령,2008-02-19 14:00,-0.6,0,,,5.8,0,270,0,36,0,2.1,-13.8,932,0,1025.7,0,1,0,2.5,11.5,,0,0,,,2000,,,0,0,,,,
100,대관령,2008-02-19 15:00,-0.4,0,,,6.1,0,250,0,39,0,2.3,-12.6,931.5,0,1025,0,1,0,2.12,11.4,,0,0,,,2000,13,,-0.1,0,,,,
100,대관령,2008-02-19 16:00,-0.9,0,,,7.8,0,270,0,41,0,2.3,-12.5,931.4,0,1025.2,0,1,0,1.53,11.4,,0,0,,,2000,,,-0.2,0,,,,
100,대관령,2008-02-19 17:00,-1,0,,,6.6,0,270,0,41,0,2.3,-12.6,931.1,0,1024.9,0,1,0,0.87,11.4,,0,0,,,1500,,,-0.2,0,,,,
100,대관령,2008-02-19 18:00,-2,0,,,4.8,0,270,0,49,0,2.6,-11.3,931.2,0,1025.3,0,0.3,0,0.2,11.4,,2,0,Ci,,1500,,,-0.2,0,,,,
100,대관령,2008-02-19 19:00,-2.5,0,,,5.7,0,270,0,57,0,2.9,-9.8,930.8,0,1025,0,0,0,0,,,,,,,,,,-0.1,0,,,,
100,대관령,2008-02-19 20:00,-2.7,0,,,11.2,0,270,0,63,0,3.2,-8.7,930.2,0,1024.4,0,,9,,,,,,,,,,,-0.2,0,,,,
100,대관령,2008-02-19 21:00,-3,0,,,9.4,0,270,0,68,0,3.3,-8,931,0,1025.4,0,,9,,11.4,,0,0,,,1500,13,,-0.3,0,,,,
100,대관령,2008-02-19 22:00,-3,0,,,7.9,0,270,0,70,0,3.4,-7.7,931,0,1025.4,0,,9,,,,,,,,,,,-0.5,0,,,,
100,대관령,2008-02-19 23:00,-3.3,0,,,7.3,0,270,0,72,0,3.5,-7.6,930.7,0,1025.2,0,,9,,,,,,,,,,,-0.8,0,,,,
100,대관령,2008-02-20 0:00,-3.3,0,,,9.5,0,270,0,77,0,3.7,-6.7,929.8,0,1024.2,0,,9,,11.4,,1,1,Sc,5,1000,,,-1.6,0,,,,
100,대관령,2008-02-20 1:00,-3,0,,,11.7,0,270,0,78,0,3.8,-6.3,929.2,0,1023.5,0,,9,,,,,,,,,,19,-2.5,0,,,,
100,대관령,2008-02-20 2:00,-2.9,0,,,10.6,0,270,0,79,0,3.9,-6,928.7,0,1022.9,0,,9,,,,,,,,,,19,-2.8,0,,,,
100,대관령,2008-02-20 3:00,-2.8,0,,,9.4,0,270,0,79,0,3.9,-5.9,928.7,0,1022.8,0,,9,,11.4,,5,5,Sc,5,700,13,19,-3.1,0,,,,
100,대관령,2008-02-20 4:00,-3,0,,,9.8,0,270,0,77,0,3.8,-6.4,928.1,0,1022.2,0,,9,,,,5,5,Sc,4,700,,19,-3.3,0,,,,
100,대관령,2008-02-20 5:00,-3.4,0,,,5.7,0,270,0,77,0,3.7,-6.8,928.9,0,1023.3,0,,9,,11.4,,5,5,Sc,4,700,,19,-3.5,0,,,,
100,대관령,2008-02-20 6:00,-3.5,0,,,5.8,0,270,0,74,0,3.5,-7.4,929.7,0,1024.2,0,,9,,11.4,,4,4,Sc,4,700,,19,-3.6,0,,,,
100,대관령,2008-02-20 7:00,-4.2,0,,,5.4,0,270,0,75,0,3.4,-7.9,930.3,0,1025.1,0,,9,,11.4,,4,4,Sc,4,700,,19,-3.8,0,,,,
100,대관령,2008-02-20 8:00,-4.1,0,,,6.9,0,270,0,75,0,3.4,-7.8,930.5,0,1025.3,0,0.2,0,0.11,11.4,,0,0,,,800,,19,-3.9,0,,,,
100,대관령,2008-02-20 9:00,-3.5,0,,,5.2,0,250,0,68,0,3.2,-8.5,931.1,0,1025.7,0,1,0,0.67,11.4,,0,0,,,800,13,4019,-2.9,0,,,,
100,대관령,2008-02-20 10:00,-2.2,0,,,7.1,0,270,0,53,0,2.8,-10.5,930.8,0,1024.9,0,1,0,1.39,11.4,,0,0,,,800,,40,-0.7,0,,,,
100,대관령,2008-02-20 11:00,-1,0,,,8.6,0,270,0,46,0,2.6,-11.1,930.7,0,1024.4,0,1,0,2.04,11.4,,0,0,,,800,,40,0.1,0,,,,
100,대관령,2008-02-20 12:00,-0.1,0,,,8.4,0,270,0,42,0,2.5,-11.5,930.6,0,1023.9,0,1,0,2.52,11.4,,0,0,,,1100,,40,0,0,,,,
100,대관령,2008-02-20 13:00,0.5,0,,,9.4,0,270,0,38,0,2.4,-12.2,930,0,1023,0,1,0,2.62,11.3,,0,0,,,1100,,,0,0,,,,
100,대관령,2008-02-20 14:00,1.5,0,,,7.8,0,290,0,33,0,2.3,-13,930,0,1022.6,0,1,0,2.55,11.3,,0,0,,,1100,,,0,0,,,,
100,대관령,2008-02-20 15:00,1.7,0,,,7.2,0,290,0,31,0,2.1,-13.6,929.8,0,1022.3,0,1,0,2.13,11.2,,0,0,,,1100,13,,0,0,,,,
100,대관령,2008-02-20 16:00,1.9,0,,,8,0,270,0,32,0,2.3,-13,930,0,1022.4,0,1,0,1.57,11.1,,0,0,,,1300,,,-0.1,0,,,,
100,대관령,2008-02-20 17:00,1.3,0,,,8.6,0,270,0,30,0,2,-14.4,930.2,0,1022.9,0,1,0,0.86,11.1,,0,0,,,1300,,,-0.2,0,,,,
100,대관령,2008-02-20 18:00,0.4,0,,,7.3,0,270,0,33,0,2.1,-14,930.9,0,1024,0,0.6,0,0.21,11.1,,0,0,,,1500,,,-0.2,0,,,,
100,대관령,2008-02-20 19:00,-0.5,0,,,3.4,0,250,0,34,0,2,-14.4,931.6,0,1025.2,0,0,0,0,,,,,,,,,,-0.2,0,,,,
100,대관령,2008-02-20 20:00,-0.5,0,,,2.5,0,250,0,32,0,1.9,-15.2,932.1,0,1025.8,0,,9,,,,,,,,,,,-0.1,0,,,,
100,대관령,2008-02-20 21:00,-1.8,0,,,4,0,270,0,37,0,2,-14.6,931.9,0,1026.1,0,,9,,11.1,,0,0,,,1500,13,,-0.2,0,,,,
100,대관령,2008-02-20 22:00,-3.5,0,,,1.4,0,320,0,43,0,2,-14.3,932.3,0,1027.1,0,,9,,,,,,,,,,,-0.4,0,,,,
100,대관령,2008-02-20 23:00,-3.8,0,,,2.6,0,290,0,46,0,2.1,-13.7,932.5,0,1027.4,0,,9,,,,,,,,,,,-0.7,0,,,,
100,대관령,2008-02-21 0:00,-5.7,0,,,1.4,0,360,0,53,0,2.1,-13.7,932.5,0,1028.2,0,,9,,11.1,,0,0,,,1200,,,-1.2,0,,,,
100,대관령,2008-02-21 1:00,-6.2,0,,,2.3,0,340,0,55,0,2.1,-13.7,932.6,0,1028.5,0,,9,,,,,,,,,,,-1.8,0,,,,
100,대관령,2008-02-21 2:00,-6.1,0,,,2.4,0,340,0,58,0,2.3,-13,933,0,1028.9,0,,9,,,,,,,,,,,-2.4,0,,,,
100,대관령,2008-02-21 3:00,-6.6,0,,,2.1,0,340,0,59,0,2.2,-13.2,932.8,0,1028.9,0,,9,,11.1,,0,0,,,1200,13,,-2.8,0,,,,
100,대관령,2008-02-21 4:00,-7.6,0,,,1.6,0,290,0,65,0,2.3,-13,932.6,0,1028.9,0,,9,,11.1,,0,0,,,1200,,,-3.2,0,,,,
100,대관령,2008-02-21 5:00,-9.9,0,,,1.5,0,290,0,69,0,2,-14.5,932.4,0,1029.7,0,,9,,11.1,,0,0,,,1200,,,-3.8,0,,,,
100,대관령,2008-02-21 6:00,-10.3,0,,,1.1,0,250,0,73,0,2,-14.2,932.3,0,1029.7,0,,9,,11.1,,0,0,,,1200,,,-4.3,0,,,,
100,대관령,2008-02-21 7:00,-10,0,,,1,0,320,0,71,0,2,-14.2,932.3,0,1029.6,0,,9,,11.1,,1,0,Ci,,1100,,,-4.8,0,,,,
100,대관령,2008-02-21 8:00,-9.6,0,,,1.2,0,290,0,73,0,2.2,-13.5,932.4,0,1029.5,0,0.5,0,0.15,11.1,,3,0,Ci,,1100,,,-5,0,,,,
100,대관령,2008-02-21 9:00,-6.3,0,,,0.4,0,0,0,66,0,2.5,-11.6,932.4,0,1028.3,0,1,0,0.75,11,,4,0,Ci,,1500,13,,-3.6,0,,,,
100,대관령,2008-02-21 10:00,-1.8,0,,,2.1,0,290,0,49,0,2.6,-11.1,931.9,0,1026.1,0,1,0,1.43,10.8,,4,0,Ci,,1500,,,-0.8,0,,,,
100,대관령,2008-02-21 11:00,0.6,0,,,4.8,0,270,0,40,0,2.6,-11.4,931.6,0,1024.7,0,1,0,1.86,10.4,,6,0,Ci,,1500,,,0.1,0,,,,
100,대관령,2008-02-21 12:00,1.6,0,,,4.3,0,250,0,44,0,3,-9.3,931,0,1023.7,0,1,0,2.01,10.1,,6,0,Ci,,1500,,,0.2,0,,,,
100,대관령,2008-02-21 13:00,2.7,0,,,4.6,0,270,0,42,0,3.1,-8.9,930.2,0,1022.3,0,1,0,2.31,9.8,,6,0,Ci,,1000,,,0.1,0,,,,
100,대관령,2008-02-21 14:00,3.4,0,,,5.7,0,270,0,37,0,2.9,-9.9,929.4,0,1021.4,0,0.9,0,2.45,9,,6,0,Ci,,1000,,,0.1,0,,,,
100,대관령,2008-02-21 15:00,2.9,0,,,7.2,0,270,0,34,0,2.6,-11.4,929,0,1020.9,0,1,0,1.87,9,,6,0,Ci,,1000,13,,0,0,,,,
100,대관령,2008-02-21 16:00,2.8,0,,,6.1,0,270,0,37,0,2.8,-10.4,928.5,0,1020.4,0,1,0,1.48,8.8,,3,0,Ci,,1000,,,-0.1,0,,,,
100,대관령,2008-02-21 17:00,2.4,0,,,5.2,0,250,0,37,0,2.7,-10.8,928.1,0,1020.1,0,1,0,0.81,8.8,,0,0,,,1000,,,-0.1,0,,,,
100,대관령,2008-02-21 18:00,1.3,0,,,4.4,0,270,0,37,0,2.5,-11.8,928.3,0,1020.8,0,0.3,0,0.19,8.8,,0,0,,,1000,,,-0.2,0,,,,
100,대관령,2008-02-21 19:00,0.5,0,,,4.9,0,250,0,38,0,2.4,-12.2,928.1,0,1020.9,0,0,0,0,,,,,,,,,,-0.2,0,,,,
100,대관령,2008-02-21 20:00,0.2,0,,,4.5,0,250,0,38,0,2.4,-12.4,927.9,0,1020.8,0,,9,,,,,,,,,,,-0.4,0,,,,
100,대관령,2008-02-21 21:00,-1.2,0,,,3,0,290,0,45,0,2.5,-11.6,927.7,0,1021.2,0,,9,,8.8,,0,0,,,1200,13,,-0.7,0,,,,
100,대관령,2008-02-21 22:00,-0.3,0,,,3.7,0,270,0,41,0,2.5,-11.9,927.8,0,1020.9,0,,9,,,,,,,,,,,-1.1,0,,,,
100,대관령,2008-02-21 23:00,-0.4,0,,,3.8,0,270,0,40,0,2.4,-12.3,927.8,0,1021,0,,9,,,,,,,,,,,-1.5,0,,,,
100,대관령,2008-02-22 0:00,-0.7,0,,,4.7,0,270,0,40,0,2.3,-12.6,927.6,0,1020.9,0,,9,,8.8,,0,0,,,1200,,,-1.9,0,,,,
100,대관령,2008-02-22 1:00,-1.2,0,,,4.2,0,290,0,39,0,2.2,-13.4,927.5,0,1021,0,,9,,,,,,,,,,,-2.2,0,,,,
100,대관령,2008-02-22 2:00,-1.3,0,,,4.5,0,270,0,41,0,2.3,-12.8,927.3,0,1020.8,0,,9,,,,,,,,,,,-2.5,0,,,,
100,대관령,2008-02-22 3:00,-1.8,0,,,3.3,0,290,0,67,0,3.6,-7.1,927.3,0,1021,0,,9,,8.8,,3,3,Ac,30,800,13,40,-2.5,0,,,,
100,대관령,2008-02-22 4:00,-1.2,0,,,4.6,0,270,0,76,0,4.3,-4.8,926.7,0,1020.1,0,,9,,,,3,3,Ac,30,600,,40,-2.3,0,,,,
100,대관령,2008-02-22 5:00,-1.1,0,,,5.1,0,270,0,77,0,4.3,-4.6,926.6,0,1020,0,,9,,8.8,,4,4,Ac,30,300,,40,-2.3,0,,,,
100,대관령,2008-02-22 6:00,-1.2,0,,,6.6,0,270,0,78,0,4.4,-4.5,926.2,0,1019.6,0,,9,,8.8,,6,6,Sc,4,150,,40,-2.4,0,,,,
100,대관령,2008-02-22 7:00,-1,0,,,7.9,0,270,0,79,0,4.5,-4.1,926.1,0,1019.4,0,,9,,8.8,,6,6,Sc,4,150,,40,-2.3,0,,,,
100,대관령,2008-02-22 8:00,-0.9,0,,,5.4,0,270,0,78,0,4.5,-4.2,926.9,0,1020.2,0,0,0,0.06,8.8,,6,6,Sc,4,300,,40,-2.2,0,,,,
100,대관령,2008-02-22 9:00,-0.4,0,,,3.8,0,250,0,76,0,4.5,-4.1,926.8,0,1019.9,0,0.1,0,0.46,8.8,,6,6,Sc,4,300,13,40,-1.2,0,,,,
100,대관령,2008-02-22 10:00,0.7,0,,,4.4,0,270,0,71,0,4.6,-3.9,926.3,0,1018.9,0,1,0,1.21,8.7,,5,5,Sc,4,300,,40,-0.1,0,,,,
100,대관령,2008-02-22 11:00,2.2,0,,,5.1,0,270,0,61,0,4.4,-4.5,925.3,0,1017.1,0,1,0,1.86,8.7,,5,5,Sc,4,400,,40,0.2,0,,,,
100,대관령,2008-02-22 12:00,3.6,0,,,6.1,0,270,0,58,0,4.6,-3.9,924.7,0,1016.2,0,1,0,2.36,8.7,,4,4,Sc,4,600,,40,0.4,0,,,,
100,대관령,2008-02-22 13:00,4.2,0,,,6.5,0,250,0,54,0,4.4,-4.3,923.7,0,1014.8,0,1,0,2.47,8.7,,4,4,Sc,4,600,,40,1.7,0,,,,
100,대관령,2008-02-22 14:00,5,0,,,6.5,0,250,0,53,0,4.6,-3.8,922.8,0,1013.4,0,1,0,2.31,8.7,,4,4,Sc,4,600,,40,3.1,0,,,,
100,대관령,2008-02-22 15:00,5.1,0,,,8.3,0,270,0,52,0,4.6,-3.9,922.2,0,1012.7,0,1,0,1.98,8.7,,4,4,Sc,4,600,13,40,2.9,0,,,,
100,대관령,2008-02-22 16:00,5.1,0,,,6.9,0,270,0,55,0,4.8,-3.2,921.8,0,1012.3,0,1,0,1.33,8.7,,3,4,Sc,3,600,,40,1.3,0,,,,
100,대관령,2008-02-22 17:00,4.2,0,,,8,0,270,0,57,0,4.7,-3.5,921.4,0,1012.3,0,0.4,0,0.68,8.7,,3,3,Sc,4,600,,40,0.3,0,,,,
100,대관령,2008-02-22 18:00,3.8,0,,,8,0,290,0,59,0,4.8,-3.4,921,0,1012,0,0,0,0.12,8.7,,5,5,Sc,4,600,,40,-0.1,0,,,,
100,대관령,2008-02-22 19:00,3.7,0,,,7.2,0,270,0,61,0,4.9,-3.1,920.4,0,1011.4,0,0,0,0,,,,,,,,,40,-0.1,0,,,,
100,대관령,2008-02-22 20:00,3.4,0,,,6.7,0,270,0,62,0,4.8,-3.2,919.6,0,1010.6,0,,9,,,,,,,,,,40,-0.1,0,,,,
100,대관령,2008-02-22 21:00,3.7,0,,,8.1,0,270,0,58,0,4.6,-3.8,918.6,0,1009.4,0,,9,,8.7,,4,4,Sc,4,800,13,40,-0.1,0,,,,
100,대관령,2008-02-22 22:00,3.7,0,,,8.3,0,270,0,57,0,4.5,-4,917.8,0,1008.5,0,,9,,,,,,,,,,40,0,0,,,,
100,대관령,2008-02-22 23:00,1.2,0,,9,7.2,0,270,0,,9,,,,9,,9,,9,,9.2,,10,6,StNs,8,300,,4005,,9,,,,
100,대관령,2008-02-23 0:00,0.2,0,1.2,0,7.1,0,290,0,93,0,5.8,-0.8,918.2,0,1010.2,0,,9,,10.7,2,10,7,StNs,2,300,13,5,-0.1,0,,,,
100,대관령,2008-02-23 1:00,-0.2,0,,9,8.2,0,290,0,75,0,4.5,-4.1,918.5,0,1010.7,0,,9,,11.1,,5,5,Sc,3,1000,,5,-0.2,0,,,,
