지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),FZ_flag
100,대관령,2007-03-25 23:00,3.4,0.0,6.7,270,49.0,3.9,-6.0,919.6,1010.1,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1200.0,,,0.2,0
100,대관령,2007-03-26 0:00,2.6,0.0,5.3,270,48.0,3.6,-7.1,920.7,1012.1,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1200.0,,,0.2,0
100,대관령,2007-03-26 1:00,1.9,0.0,4.8,270,51.0,3.6,-7.1,920.7,1012.1,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1200.0,,,0.2,0
100,대관령,2007-03-26 2:00,1.3,0.0,6.3,270,54.0,3.6,-7.1,920.7,1012.1,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1200.0,,,0.2,0
100,대관령,2007-03-26 3:00,0.9,0.0,5.2,270,54.0,3.6,-7.1,921.3,1013.4,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1200.0,4,,-0.5,0
100,대관령,2007-03-26 4:00,0.4,0.0,4.9,270,55.0,3.6,-7.1,921.3,1013.4,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1200.0,,,-0.5,0
100,대관령,2007-03-26 5:00,-0.4,0.0,4.0,290,62.0,3.6,-7.1,921.3,1013.4,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1200.0,,,-0.5,0
100,대관령,2007-03-26 6:00,-0.7,0.0,3.7,270,64.0,3.7,-6.8,923.0,1015.9,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1400.0,,,-0.5,0
100,대관령,2007-03-26 7:00,-0.7,0.0,2.9,320,70.0,3.7,-6.8,923.0,1015.9,0.3,0.09,0.0,0.0,0.0,0.0,Sc,4.0,1400.0,,,-0.5,0
100,대관령,2007-03-26 8:00,1.4,0.0,1.8,340,56.0,3.7,-6.8,923.0,1015.9,1.0,0.65,0.0,0.0,0.0,0.0,Sc,4.0,1400.0,,,-0.5,0
100,대관령,2007-03-26 9:00,4.2,0.0,6.0,270,35.0,2.9,-9.7,923.1,1014.1,1.0,1.37,0.0,0.0,0.0,0.0,Sc,4.0,1500.0,1,,0.6,0
100,대관령,2007-03-26 10:00,6.6,0.0,7.2,270,28.0,2.9,-9.7,923.1,1014.1,1.0,2.01,0.0,0.0,0.0,0.0,Sc,4.0,1500.0,,,0.6,0
100,대관령,2007-03-26 11:00,8.9,0.0,7.9,270,29.0,2.9,-9.7,923.1,1014.1,1.0,2.55,0.0,0.0,0.0,0.0,Sc,4.0,1500.0,,,0.6,0
100,대관령,2007-03-26 12:00,11.2,0.0,6.1,270,28.0,3.8,-6.4,922.7,1011.2,1.0,2.74,0.0,0.0,2.0,2.0,Sc,5.0,1800.0,,,0.6,0
100,대관령,2007-03-26 13:00,11.5,0.0,8.4,270,30.0,3.8,-6.4,922.7,1011.2,1.0,2.56,0.0,0.0,2.0,2.0,Sc,5.0,1800.0,,,0.6,0
100,대관령,2007-03-26 14:00,11.8,0.0,6.7,270,33.0,3.8,-6.4,922.7,1011.2,0.8,2.3,0.0,0.0,2.0,2.0,Sc,5.0,1800.0,,,0.6,0
100,대관령,2007-03-26 15:00,10.5,0.0,8.1,270,40.0,5.2,-2.3,921.4,1010.0,0.5,1.52,0.0,0.0,6.0,6.0,Sc,5.0,1000.0,1,1,9.5,0
100,대관령,2007-03-26 16:00,10.9,0.0,8.8,270,40.0,5.2,-2.3,921.4,1010.0,1.0,1.81,0.0,0.0,6.0,6.0,Sc,5.0,1000.0,,,9.5,0
100,대관령,2007-03-26 17:00,9.7,0.0,9.5,270,52.0,5.2,-2.3,921.4,1010.0,0.9,1.03,0.0,0.0,6.0,6.0,Sc,5.0,1000.0,,,9.5,0
100,대관령,2007-03-26 18:00,8.5,0.0,8.5,270,63.0,7.1,2.1,920.2,1009.4,0.2,0.39,0.0,0.0,5.0,5.0,Sc,5.0,1000.0,,,9.5,0
100,대관령,2007-03-26 19:00,7.0,0.0,10.0,270,77.0,7.1,2.1,920.2,1009.4,0.0,0.05,0.0,0.0,5.0,5.0,Sc,5.0,1000.0,,,9.5,0
100,대관령,2007-03-26 20:00,6.6,0.0,9.0,290,82.0,7.1,2.1,920.2,1009.4,0.0,0.0,0.0,0.0,5.0,5.0,Sc,5.0,1000.0,,19,9.5,0
100,대관령,2007-03-26 21:00,8.1,0.0,10.7,270,61.0,6.7,1.3,920.8,1010.2,0.0,0.0,0.0,0.0,6.0,3.0,ScCi,4.0,800.0,1,19,3.7,0
100,대관령,2007-03-26 22:00,7.5,0.0,9.5,270,57.0,6.7,1.3,920.8,1010.2,0.0,0.0,0.0,0.0,6.0,3.0,ScCi,4.0,800.0,,19,3.7,0
100,대관령,2007-03-26 23:00,8.6,0.0,8.0,270,41.0,6.7,1.3,920.8,1010.2,0.0,0.0,0.0,0.0,6.0,3.0,ScCi,4.0,800.0,,,3.7,0
100,대관령,2007-03-27 0:00,9.2,0.0,8.9,270,31.0,3.7,-6.8,919.9,1008.9,0.0,0.0,0.0,0.0,6.0,2.0,ScCi,4.0,1000.0,,,3.7,0
100,대관령,2007-03-27 1:00,8.1,0.0,8.5,270,34.0,3.7,-6.8,919.9,1008.9,0.0,0.0,0.0,0.0,6.0,2.0,ScCi,4.0,1000.0,,,3.7,0
100,대관령,2007-03-27 2:00,8.2,0.0,8.8,270,34.0,3.7,-6.8,919.9,1008.9,0.0,0.0,0.0,0.0,6.0,2.0,ScCi,4.0,1000.0,,,3.7,0
100,대관령,2007-03-27 3:00,8.1,0.0,9.6,270,29.0,3.2,-8.7,919.5,1008.8,0.0,0.0,0.0,0.0,3.0,1.0,ScCi,4.0,1200.0,1,,1.3,0
100,대관령,2007-03-27 4:00,7.8,0.0,9.2,270,29.0,3.2,-8.7,919.5,1008.8,0.0,0.0,0.0,0.0,3.0,1.0,ScCi,4.0,1200.0,,,1.3,0
100,대관령,2007-03-27 5:00,7.4,0.0,9.6,270,29.0,3.2,-8.7,919.5,1008.8,0.0,0.0,0.0,0.0,3.0,1.0,ScCi,4.0,1200.0,,,1.3,0
100,대관령,2007-03-27 6:00,7.2,0.0,10.1,270,28.0,2.9,-9.9,918.5,1008.0,0.0,0.0,0.0,0.0,3.0,1.0,ScCi,4.0,1200.0,,,1.3,0
100,대관령,2007-03-27 7:00,7.4,0.0,9.6,270,27.0,2.9,-9.9,918.5,1008.0,0.0,0.03,0.0,0.0,3.0,1.0,ScCi,4.0,1200.0,,,1.3,0
100,대관령,2007-03-27 8:00,7.3,0.0,8.7,270,33.0,2.9,-9.9,918.5,1008.0,0.0,0.17,0.0,0.0,3.0,1.0,ScCi,4.0,1200.0,,,1.3,0
100,대관령,2007-03-27 9:00,8.3,0.0,9.4,270,38.0,4.2,-5.0,918.8,1008.0,0.4,0.81,0.0,0.0,8.0,2.0,ScAcCi,4.0,1500.0,1,,4.5,0
100,대관령,2007-03-27 10:00,10.0,0.0,7.5,270,47.0,4.2,-5.0,918.8,1008.0,0.8,1.59,0.0,0.0,8.0,2.0,ScAcCi,4.0,1500.0,,,4.5,0
100,대관령,2007-03-27 11:00,11.2,0.0,8.5,270,51.0,4.2,-5.0,918.8,1008.0,1.0,2.48,0.0,0.0,8.0,2.0,ScAcCi,4.0,1500.0,,,4.5,0
100,대관령,2007-03-27 12:00,9.9,0.0,8.3,270,59.0,7.3,2.5,919.3,1007.9,0.5,1.8,0.0,0.0,9.0,9.0,Sc,4.0,1200.0,,,4.5,0
100,대관령,2007-03-27 13:00,9.7,0.0,6.9,270,65.0,7.3,2.5,919.3,1007.9,0.1,0.86,0.0,0.0,9.0,9.0,Sc,4.0,1200.0,,1,4.5,0
100,대관령,2007-03-27 14:00,11.0,0.0,7.5,270,61.0,7.3,2.5,919.3,1007.9,0.6,2.18,0.0,0.0,9.0,9.0,Sc,4.0,1200.0,,,4.5,0
100,대관령,2007-03-27 15:00,10.3,0.0,9.0,270,63.0,8.0,3.8,918.8,1007.3,0.7,1.97,0.0,0.0,5.0,5.0,Sc,4.0,1000.0,1,,11.4,0
100,대관령,2007-03-27 16:00,10.5,0.0,8.0,250,55.0,8.0,3.8,918.8,1007.3,0.9,1.7,0.0,0.0,5.0,5.0,Sc,4.0,1000.0,,42,11.4,0
100,대관령,2007-03-27 17:00,10.2,0.0,6.0,250,60.0,8.0,3.8,918.8,1007.3,1.0,1.12,0.0,0.0,5.0,5.0,Sc,4.0,1000.0,,42,11.4,0
100,대관령,2007-03-27 18:00,9.2,0.0,5.3,270,65.0,7.7,3.2,918.9,1007.7,0.2,0.4,0.0,0.0,7.0,7.0,Sc,4.0,600.0,,42,11.4,0
100,대관령,2007-03-27 19:00,8.3,0.0,5.1,270,66.0,7.7,3.2,918.9,1007.7,0.0,0.05,0.0,0.0,7.0,7.0,Sc,4.0,600.0,,42,11.4,0
100,대관령,2007-03-27 20:00,7.4,0.0,6.5,270,48.0,7.7,3.2,918.9,1007.7,0.0,0.0,0.0,0.0,7.0,7.0,Sc,4.0,600.0,,42,11.4,0
100,대관령,2007-03-27 21:00,5.9,0.0,2.4,270,58.0,5.5,-1.5,921.0,1011.2,0.0,0.0,0.0,0.0,2.0,2.0,Sc,4.0,600.0,1,42,1.3,0
100,대관령,2007-03-27 22:00,5.4,0.0,2.3,270,62.0,5.5,-1.5,921.0,1011.2,0.0,0.0,0.0,0.0,2.0,2.0,Sc,4.0,600.0,,42,1.3,0
100,대관령,2007-03-27 23:00,4.6,0.0,1.6,230,66.0,5.5,-1.5,921.0,1011.2,0.0,0.0,0.0,0.0,2.0,2.0,Sc,4.0,600.0,,42,1.3,0
100,대관령,2007-03-28 0:00,4.3,0.0,3.0,290,75.0,6.3,0.5,921.8,1012.7,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,600.0,,42,1.3,0
100,대관령,2007-03-28 1:00,4.0,0.0,4.8,270,81.0,6.3,0.5,921.8,1012.7,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,600.0,,4219,1.3,0
100,대관령,2007-03-28 2:00,3.5,0.0,4.1,270,80.0,6.3,0.5,921.8,1012.7,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,600.0,,4219,1.3,0
100,대관령,2007-03-28 3:00,2.9,0.0,2.9,250,74.0,5.7,-1.0,922.5,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,500.0,1,4219,0.0,0
100,대관령,2007-03-28 4:00,0.7,0.0,1.4,340,85.0,5.7,-1.0,922.5,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,500.0,,4219,0.0,0
100,대관령,2007-03-28 5:00,0.1,0.0,1.3,320,84.0,5.7,-1.0,922.5,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,500.0,,4219,0.0,0
100,대관령,2007-03-28 6:00,-1.2,0.0,1.5,340,89.0,4.9,-2.9,922.6,1015.6,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,500.0,,4219,0.0,0
100,대관령,2007-03-28 7:00,-1.4,0.0,1.3,340,90.0,4.9,-2.9,922.6,1015.6,0.0,0.08,0.0,0.0,0.0,0.0,Sc,4.0,500.0,,4219,0.0,0
100,대관령,2007-03-28 8:00,1.1,0.0,0.0,0,80.0,4.9,-2.9,922.6,1015.6,0.0,0.5,0.0,0.0,0.0,0.0,Sc,4.0,500.0,,4219,0.0,0
100,대관령,2007-03-28 9:00,2.8,0.0,0.0,0,77.0,5.9,-0.6,923.4,1015.0,0.0,0.76,0.0,0.0,9.0,5.0,ScCi,4.0,500.0,1,4219,0.9,0
100,대관령,2007-03-28 10:00,4.8,0.0,3.3,110,63.0,5.9,-0.6,923.4,1015.0,0.0,0.76,0.0,0.0,9.0,5.0,ScCi,4.0,500.0,,4219,0.9,0
100,대관령,2007-03-28 11:00,5.2,0.0,1.5,90,56.0,5.9,-0.6,923.4,1015.0,0.0,0.52,0.0,0.0,9.0,5.0,ScCi,4.0,500.0,,42,0.9,0
100,대관령,2007-03-28 12:00,4.9,0.0,3.8,90,80.0,7.1,2.0,921.3,1011.9,0.0,0.63,0.0,0.0,10.0,4.0,ScAs,3.0,600.0,,4219,0.9,0
100,대관령,2007-03-28 13:00,5.6,0.0,3.2,90,75.0,7.1,2.0,921.3,1011.9,0.0,0.88,0.0,0.0,10.0,4.0,ScAs,3.0,600.0,,4219,0.9,0
100,대관령,2007-03-28 14:00,5.5,0.0,3.9,90,82.0,7.1,2.0,921.3,1011.9,0.0,0.73,0.0,0.0,10.0,4.0,ScAs,3.0,600.0,,19,0.9,0
100,대관령,2007-03-28 15:00,4.9,0.0,4.4,90,86.0,7.6,3.0,915.6,1005.7,0.0,0.64,0.0,0.0,10.0,7.0,ScAs,2.0,500.0,1,19,5.2,0
100,대관령,2007-03-28 16:00,5.0,0.0,2.7,90,85.0,7.6,3.0,915.6,1005.7,0.0,0.29,0.0,0.0,10.0,7.0,ScAs,2.0,500.0,,19,5.2,0
100,대관령,2007-03-28 17:00,5.2,0.0,2.3,270,82.0,7.6,3.0,915.6,1005.7,0.0,0.02,0.0,0.0,10.0,7.0,ScAs,2.0,500.0,,701404,5.2,0
100,대관령,2007-03-28 18:00,3.7,7.0,1.9,90,92.0,7.5,2.8,913.9,1004.2,0.0,0.0,0.0,0.0,10.0,8.0,StNs,1.0,300.0,,700401,5.2,0
100,대관령,2007-03-28 19:00,2.7,0.0,1.8,70,89.0,7.5,2.8,913.9,1004.2,0.0,0.0,0.0,0.0,10.0,8.0,StNs,1.0,300.0,,1901,5.2,0
100,대관령,2007-03-28 20:00,1.9,0.0,2.0,90,92.0,7.5,2.8,913.9,1004.2,0.0,0.0,0.0,0.0,10.0,8.0,StNs,1.0,300.0,,1901,5.2,0
100,대관령,2007-03-28 21:00,1.0,11.5,1.5,90,94.0,6.3,0.4,916.8,1008.4,0.0,0.0,0.0,0.0,10.0,8.0,StNs,2.0,150.0,2,190601,0.6,0
100,대관령,2007-03-28 22:00,0.7,0.0,2.7,110,94.0,6.3,0.4,916.8,1008.4,0.0,0.0,0.0,0.0,10.0,8.0,StNs,2.0,150.0,,1906,0.6,0
100,대관령,2007-03-28 23:00,0.6,0.0,1.0,70,93.0,6.3,0.4,916.8,1008.4,0.0,0.0,0.0,0.0,10.0,8.0,StNs,2.0,150.0,,19,0.6,0
100,대관령,2007-03-29 0:00,1.1,0.0,0.1,0,88.0,5.9,-0.4,919.3,1011.1,0.0,0.0,0.0,0.0,8.0,8.0,Sc,4.0,600.0,,19,0.6,0
100,대관령,2007-03-29 1:00,0.6,0.0,0.9,50,92.0,5.9,-0.4,919.3,1011.1,0.0,0.0,0.0,0.0,8.0,8.0,Sc,4.0,600.0,,19,0.6,0
100,대관령,2007-03-29 2:00,-0.1,0.0,1.4,340,94.0,5.9,-0.4,919.3,1011.1,0.0,0.0,0.0,0.0,8.0,8.0,Sc,4.0,600.0,,19,0.6,0
100,대관령,2007-03-29 3:00,-0.3,0.0,1.8,250,95.0,5.7,-1.0,919.4,1011.7,0.0,0.0,0.0,0.0,2.0,2.0,Sc,4.0,700.0,4,19,0.0,0
100,대관령,2007-03-29 4:00,-0.1,0.0,1.8,290,95.0,5.7,-1.0,919.4,1011.7,0.0,0.0,0.0,0.0,2.0,2.0,Sc,4.0,700.0,,19,0.0,0
100,대관령,2007-03-29 5:00,-0.4,0.0,1.0,290,95.0,5.7,-1.0,919.4,1011.7,0.0,0.0,0.0,0.0,2.0,2.0,Sc,4.0,700.0,,1916,0.0,0
100,대관령,2007-03-29 6:00,-0.9,0.0,0.3,0,96.0,5.4,-1.6,920.3,1013.0,0.0,0.0,0.0,0.0,10.0,10.0,Sc,1.0,30.0,,16,0.0,0
100,대관령,2007-03-29 7:00,-1.2,0.0,0.2,0,96.0,5.4,-1.6,920.3,1013.0,0.0,0.06,0.0,0.0,10.0,10.0,Sc,1.0,30.0,,16,0.0,0
100,대관령,2007-03-29 8:00,-1.6,0.0,0.9,320,97.0,5.4,-1.6,920.3,1013.0,0.0,0.34,0.0,0.0,10.0,10.0,Sc,1.0,30.0,,16,0.0,0
100,대관령,2007-03-29 9:00,-0.4,0.0,0.2,0,97.0,5.7,-0.9,921.9,1014.6,0.0,0.81,0.0,0.0,7.0,7.0,St,2.0,120.0,1,1916,3.6,0
100,대관령,2007-03-29 10:00,2.3,0.0,0.4,0,82.0,5.7,-0.9,921.9,1014.6,0.2,1.48,0.0,0.0,7.0,7.0,St,2.0,120.0,,19,3.6,0
100,대관령,2007-03-29 11:00,7.4,0.0,2.2,110,47.0,5.7,-0.9,921.9,1014.6,0.9,2.59,0.0,0.0,7.0,7.0,St,2.0,120.0,,19,3.6,0
100,대관령,2007-03-29 12:00,8.8,0.0,3.1,110,46.0,5.3,-1.9,920.0,1009.1,1.0,2.93,0.0,0.0,3.0,0.0,Ci,2.0,1200.0,,,3.6,0
100,대관령,2007-03-29 13:00,8.9,0.0,3.0,90,47.0,5.3,-1.9,920.0,1009.1,1.0,2.85,0.0,0.0,3.0,0.0,Ci,2.0,1200.0,,,3.6,0
100,대관령,2007-03-29 14:00,6.3,0.0,4.7,90,69.0,5.3,-1.9,920.0,1009.1,0.0,1.29,0.0,0.0,3.0,0.0,Ci,2.0,1200.0,,,3.6,0
100,대관령,2007-03-29 15:00,5.0,0.0,4.0,70,74.0,6.6,1.0,918.5,1008.8,0.0,0.73,0.0,0.0,10.0,5.0,ScAs,3.0,1100.0,1,,7.3,0
100,대관령,2007-03-29 16:00,4.3,0.0,2.7,110,77.0,6.6,1.0,918.5,1008.8,0.0,0.32,0.0,0.0,10.0,5.0,ScAs,3.0,1100.0,,1,7.3,0
100,대관령,2007-03-29 17:00,3.1,0.0,3.1,90,88.0,6.6,1.0,918.5,1008.8,0.0,0.16,0.0,0.0,10.0,5.0,ScAs,3.0,1100.0,,1,7.3,0
100,대관령,2007-03-29 18:00,2.8,0.1,3.2,70,89.0,6.8,1.4,917.9,1008.9,0.0,0.05,0.0,0.0,10.0,7.0,StNs,1.0,800.0,,1901,7.3,0
100,대관령,2007-03-29 19:00,2.5,0.0,3.3,70,94.0,6.8,1.4,917.9,1008.9,0.0,0.0,0.0,0.0,10.0,7.0,StNs,1.0,800.0,,191601,7.3,0
100,대관령,2007-03-29 20:00,0.4,0.0,3.0,90,95.0,6.8,1.4,917.9,1008.9,0.0,0.0,0.0,0.0,10.0,7.0,StNs,1.0,800.0,,60501,7.3,0
100,대관령,2007-03-29 21:00,0.4,5.4,1.5,70,95.0,6.1,0.0,917.7,1009.7,0.0,0.0,1.4,1.4,10.0,8.0,StNs,1.0,40.0,13,1605,0.3,0
100,대관령,2007-03-29 22:00,0.3,0.0,2.1,90,95.0,6.1,0.0,917.7,1009.7,0.0,0.0,3.0,0.0,10.0,8.0,StNs,1.0,40.0,,1605,0.3,0
100,대관령,2007-03-29 23:00,0.2,0.0,1.5,70,95.0,6.1,0.0,917.7,1009.7,0.0,0.0,4.1,0.0,10.0,8.0,StNs,1.0,40.0,,1605,0.3,0
100,대관령,2007-03-30 0:00,0.0,7.5,1.4,90,95.0,5.9,-0.4,918.2,1010.3,0.0,0.0,5.5,4.1,10.0,8.0,StNs,1.0,40.0,,1605,0.3,0
100,대관령,2007-03-30 1:00,0.0,0.0,0.8,90,95.0,5.9,-0.4,918.2,1010.3,0.0,0.0,5.8,0.0,10.0,8.0,StNs,1.0,40.0,,1605,0.3,0
100,대관령,2007-03-30 2:00,0.0,0.0,0.0,0,95.0,5.9,-0.4,918.2,1010.3,0.0,0.0,5.9,0.0,10.0,8.0,StNs,1.0,40.0,,1605,0.3,0
100,대관령,2007-03-30 3:00,0.1,0.5,0.0,0,95.0,5.9,-0.3,918.2,1010.3,0.0,0.0,5.9,0.4,10.0,7.0,StNs,1.0,150.0,13,191605,0.1,0
100,대관령,2007-03-30 4:00,0.1,0.0,0.0,0,95.0,5.9,-0.3,918.2,1010.3,0.0,0.0,5.9,0.0,10.0,7.0,StNs,1.0,150.0,,1905,0.1,0
100,대관령,2007-03-30 5:00,0.1,0.0,0.0,0,95.0,5.9,-0.3,918.2,1010.3,0.0,0.0,5.9,0.0,10.0,7.0,StNs,1.0,150.0,,19,0.1,0
100,대관령,2007-03-30 6:00,-1.0,0.0,0.0,0,95.0,5.3,-1.8,921.0,1013.8,0.0,0.0,5.9,0.0,3.0,3.0,Sc,3.0,300.0,,19,0.1,0
100,대관령,2007-03-30 7:00,-1.4,0.0,0.0,0,96.0,5.3,-1.8,921.0,1013.8,0.0,0.03,5.9,0.0,3.0,3.0,Sc,3.0,300.0,,1916,0.1,0
100,대관령,2007-03-30 8:00,-0.3,0.0,0.0,0,96.0,5.3,-1.8,921.0,1013.8,0.0,0.19,5.9,0.0,3.0,3.0,Sc,3.0,300.0,,16,0.1,0
100,대관령,2007-03-30 9:00,1.3,0.0,0.0,0,95.0,6.5,0.9,923.1,1015.3,0.0,0.37,5.9,0.0,10.0,10.0,Sc,0.0,9.0,13,16,0.1,0
100,대관령,2007-03-30 10:00,3.6,0.0,0.5,320,80.0,6.5,0.9,923.1,1015.3,0.0,1.44,4.1,0.0,10.0,10.0,Sc,0.0,9.0,,16,0.1,0
100,대관령,2007-03-30 11:00,4.8,0.0,0.2,0,80.0,6.5,0.9,923.1,1015.3,0.3,1.99,3.0,0.0,10.0,10.0,Sc,0.0,9.0,,1916,0.1,0
100,대관령,2007-03-30 12:00,6.8,0.0,1.3,250,69.0,6.9,1.8,923.9,1014.1,0.6,2.49,2.5,0.0,8.0,5.0,ScCi,5.0,1100.0,,19,0.1,0
100,대관령,2007-03-30 13:00,8.9,0.0,3.3,250,66.0,6.9,1.8,923.9,1014.1,1.0,3.24,1.2,0.0,8.0,5.0,ScCi,5.0,1100.0,,,0.1,0
100,대관령,2007-03-30 14:00,9.8,0.0,5.4,250,54.0,6.9,1.8,923.9,1014.1,1.0,2.93,0.2,0.0,8.0,5.0,ScCi,5.0,1100.0,,,0.1,0
100,대관령,2007-03-30 15:00,11.5,0.0,5.1,250,47.0,6.5,0.8,923.1,1011.5,1.0,2.83,0.0,0.0,4.0,0.0,Ci,5.0,1800.0,1,,15.6,0
100,대관령,2007-03-30 16:00,11.9,0.0,4.4,230,43.0,6.5,0.8,923.1,1011.5,1.0,2.25,0.0,0.0,4.0,0.0,Ci,5.0,1800.0,,,15.6,0
100,대관령,2007-03-30 17:00,11.6,0.0,4.1,270,37.0,6.5,0.8,923.1,1011.5,1.0,1.45,0.0,0.0,4.0,0.0,Ci,5.0,1800.0,,,15.6,0
100,대관령,2007-03-30 18:00,10.1,0.0,3.3,270,43.0,5.4,-1.7,923.4,1012.3,0.3,0.46,0.0,0.0,8.0,0.0,Cs,5.0,1800.0,,,15.6,0
100,대관령,2007-03-30 19:00,8.6,0.0,2.6,270,49.0,5.4,-1.7,923.4,1012.3,0.0,0.06,0.0,0.0,8.0,0.0,Cs,5.0,1800.0,,,15.6,0
100,대관령,2007-03-30 20:00,7.8,0.0,1.8,250,58.0,5.4,-1.7,923.4,1012.3,0.0,0.0,0.0,0.0,8.0,0.0,Cs,5.0,1800.0,,,15.6,0
100,대관령,2007-03-30 21:00,6.7,0.0,2.7,290,65.0,6.5,0.9,923.0,1013.2,0.0,0.0,0.0,0.0,10.0,10.0,As,28.0,1500.0,1,,3.7,0
100,대관령,2007-03-30 22:00,6.5,0.0,0.8,140,68.0,6.5,0.9,923.0,1013.2,0.0,0.0,0.0,0.0,10.0,10.0,As,28.0,1500.0,,,3.7,0
100,대관령,2007-03-30 23:00,6.0,0.0,1.1,270,72.0,6.5,0.9,923.0,1013.2,0.0,0.0,0.0,0.0,10.0,10.0,As,28.0,1500.0,,,3.7,0
100,대관령,2007-03-31 0:00,6.0,0.0,0.5,90,73.0,6.9,1.8,923.0,1013.5,0.0,0.0,0.0,0.0,10.0,4.0,ScAs,4.0,1300.0,,,3.7,0
100,대관령,2007-03-31 1:00,5.5,0.0,0.4,0,76.0,6.9,1.8,923.0,1013.5,0.0,0.0,0.0,0.0,10.0,4.0,ScAs,4.0,1300.0,,,3.7,0
100,대관령,2007-03-31 2:00,5.7,0.0,3.5,230,79.0,6.9,1.8,923.0,1013.5,0.0,0.0,0.0,0.0,10.0,4.0,ScAs,4.0,1300.0,,1,3.7,0
100,대관령,2007-03-31 3:00,3.8,6.5,2.3,230,89.0,7.3,2.4,921.7,1012.8,0.0,0.0,0.0,0.0,10.0,8.0,StNs,2.0,500.0,2,1,3.2,0
100,대관령,2007-03-31 4:00,3.0,0.0,2.3,270,90.0,7.3,2.4,921.7,1012.8,0.0,0.0,0.0,0.0,10.0,8.0,StNs,2.0,500.0,,1,3.2,0
100,대관령,2007-03-31 5:00,3.3,0.0,2.5,290,92.0,7.3,2.4,921.7,1012.8,0.0,0.0,0.0,0.0,10.0,8.0,StNs,2.0,500.0,,7201,3.2,0
100,대관령,2007-03-31 6:00,3.6,6.5,4.8,290,93.0,7.5,2.8,918.6,1009.4,0.0,0.0,0.0,0.0,10.0,8.0,StNs,2.0,300.0,,1,3.2,0
100,대관령,2007-03-31 7:00,4.2,0.0,1.7,200,93.0,7.5,2.8,918.6,1009.4,0.0,0.01,0.0,0.0,10.0,8.0,StNs,2.0,300.0,,1,3.2,0
100,대관령,2007-03-31 8:00,4.8,0.0,3.4,270,93.0,7.5,2.8,918.6,1009.4,0.0,0.09,0.0,0.0,10.0,8.0,StNs,2.0,300.0,,1,3.2,0
100,대관령,2007-03-31 9:00,5.3,2.5,3.8,290,91.0,8.2,4.2,915.4,1005.3,0.0,0.15,0.0,0.0,10.0,8.0,StNs,2.0,600.0,2,1901,4.5,0
100,대관령,2007-03-31 10:00,6.1,0.0,4.6,270,92.0,8.2,4.2,915.4,1005.3,0.0,0.57,0.0,0.0,10.0,8.0,StNs,2.0,600.0,,1901,4.5,0
100,대관령,2007-03-31 11:00,6.2,0.0,5.0,270,92.0,8.2,4.2,915.4,1005.3,0.0,0.76,0.0,0.0,10.0,8.0,StNs,2.0,600.0,,1901,4.5,0
100,대관령,2007-03-31 12:00,6.4,1.0,6.1,290,92.0,9.0,5.5,911.8,1001.0,0.0,0.73,0.0,0.0,10.0,8.0,StNs,2.0,800.0,,1901,4.5,0
100,대관령,2007-03-31 13:00,6.4,0.0,7.1,290,93.0,9.0,5.5,911.8,1001.0,0.0,0.59,0.0,0.0,10.0,8.0,StNs,2.0,800.0,,1901,4.5,0
100,대관령,2007-03-31 14:00,7.3,0.0,7.3,270,94.0,9.0,5.5,911.8,1001.0,0.0,0.62,0.0,0.0,10.0,8.0,StNs,2.0,800.0,,1901,4.5,0
100,대관령,2007-03-31 15:00,7.5,0.0,9.8,270,93.0,9.8,6.7,910.7,999.4,0.0,0.31,0.0,0.0,10.0,8.0,StNs,2.0,600.0,2,1901,7.2,0
100,대관령,2007-03-31 16:00,7.6,0.0,10.1,270,89.0,9.8,6.7,910.7,999.4,0.0,0.4,0.0,0.0,10.0,8.0,StNs,2.0,600.0,,1901,7.2,0
100,대관령,2007-03-31 17:00,7.8,0.0,11.4,270,80.0,9.8,6.7,910.7,999.4,0.3,0.72,0.0,0.0,10.0,8.0,StNs,2.0,600.0,,19,7.2,0
100,대관령,2007-03-31 18:00,7.1,0.0,11.8,270,76.0,7.8,3.4,911.3,1000.1,0.5,0.47,0.0,0.0,4.0,4.0,Sc,3.0,500.0,,4219,7.2,0
